"Team","Position","Age","Salary","GP","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Total.Minutes","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"DAL","SG",20,1017781,48,5,14.8,3,6.9,0.438,1.3,3.3,0.404,1.7,3.7,0.469,0.533,1.4,1.6,0.823,0.2,1.6,1.9,1.4,0.4,0.1,1,1.3,8.8,708,14.6,0.571,0.468,0.237,1.8,13,7.3,14.9,1.2,0.9,11.1,26.4,0.2,0.5,0.7,0.048,-0.4,-1.9,-2.3,0
"GSW","PG",20,1017781,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1,0.3,0.8,1,0.5,0.1,0.1,1.3,0.8,1.9,62,-1.4,0.508,0.45,0.3,5.4,15.7,10.6,12.4,0.8,1.4,41.4,26.1,-0.3,0.1,-0.3,-0.218,-11.3,-3.7,-15,-0.2
"LAL","SG",19,1017781,41,3,12.5,1.1,2.6,0.415,0.6,1.5,0.419,0.4,1.1,0.409,0.538,0.3,0.4,0.875,0.2,1.7,1.8,0.5,0.2,0.2,0.3,0.8,3.1,512,7.4,0.566,0.585,0.151,1.5,13.8,7.8,5.1,0.8,1.2,10.3,10.4,0.1,0.5,0.6,0.058,-3.2,0,-3.1,-0.1
"MIN","SF",20,1017781,15,0,6.4,1.2,2.4,0.5,0.1,0.4,0.333,1.1,2,0.533,0.528,0.5,0.5,1,0.3,1.3,1.7,0.3,0.3,0.4,0.2,0.7,3.1,96,17.9,0.582,0.167,0.222,5.9,22.9,14.6,7.5,2,5.4,7.1,18.9,0.1,0.2,0.3,0.146,-1.9,0.4,-1.6,0
"POR","SF",20,1017781,56,0,11.1,1.5,3.5,0.419,0.3,1,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,619,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6
"DET/OKC","SF",25,1013119,40,6,16.1,2.5,5.7,0.443,0.6,2.2,0.281,1.9,3.5,0.547,0.498,1.3,1.9,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7,645,10.9,0.533,0.39,0.329,7.1,11.8,9.4,6.3,2.1,0.4,11.5,19.3,0.1,0.5,0.6,0.042,-3.5,-0.9,-4.4,-0.4
"UTA","PG",28,1000001,22,3,25.8,5.3,9.8,0.537,0.8,1.6,0.472,4.5,8.2,0.55,0.576,1.9,2.4,0.774,0.4,4.1,4.5,5.6,1.1,0.5,1.6,2.6,13.2,568,19.1,0.606,0.167,0.245,1.7,17.1,9.5,32.3,2.1,1.5,12.8,20.2,1.3,0.6,1.9,0.162,0.7,1.7,2.4,0.6
"ORL","PF",25,877940,37,0,12.2,1.5,3.3,0.451,0.6,2,0.324,0.8,1.3,0.646,0.549,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,451,10.1,0.587,0.607,0.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,0.5,0.3,0.8,0.089,-2.2,-0.7,-2.9,-0.1
"BOS/TOR","SF",21,853241,5,0,6.8,1,3,0.333,0.2,1,0.2,0.8,2,0.4,0.367,0,0,NA,0.6,1,1.6,0.8,0.2,0,0,0.4,2.2,34,10.3,0.367,0.333,0,9.6,17.1,13.1,16.3,1.4,0,0,19.2,0,0,0,0.009,-5.1,-2.8,-7.9,-0.1
"IND","SG",25,838891,7,0,10,1,4.1,0.241,0.3,2.1,0.133,0.7,2,0.357,0.276,0.7,0.7,1,1.1,1.3,2.4,0.9,0.3,0.7,1,0.6,3,70,6,0.337,0.517,0.172,12.7,14.2,13.5,11.1,1.4,6.1,18.3,22.9,-0.3,0.1,-0.2,-0.133,-5.6,-1.5,-7.2,-0.1
"BRK/LAC","C",23,824041,36,1,8.2,1.7,2.7,0.635,0,0,NA,1.7,2.7,0.635,0.635,0.9,2,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,294,22.2,0.607,0,0.75,22,30.9,26.5,2.1,0.7,4.2,10.5,21.2,0.7,0.4,1.1,0.179,0.6,-1.2,-0.6,0.1
"LAL/MIN","SF",25,806097,34,0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.519,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0,0.2,0.8,3.6,310,8.1,0.538,0.778,0.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,0.044,-1.9,-1.5,-3.4,-0.1
"SAC","SF",26,784654,16,0,4.9,0.6,2.1,0.303,0.1,1,0.125,0.5,1.1,0.471,0.333,0,0,NA,0.1,0.8,0.9,0.6,0.4,0.1,0.3,0.4,1.4,79,5.2,0.333,0.485,0,1.5,18.7,10.1,16.3,3.6,1.1,13.2,20.6,-0.3,0.1,-0.2,-0.097,-8.6,0.7,-7.8,-0.1
"MIA","C",30,743922,15,2,14.5,2.5,3.9,0.627,0,0.1,0,2.5,3.8,0.649,0.627,1.6,2.3,0.686,1.7,2.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5,217,16.4,0.659,0.034,0.593,13,21.8,17.3,7.2,0.7,1.9,15.8,18.1,0.4,0.3,0.7,0.147,-2,-0.7,-2.8,0
"MIL","C",30,713558,9,2,12.7,1.6,3.2,0.483,0.8,2,0.389,0.8,1.2,0.636,0.603,0.9,1,0.889,1.3,2.4,3.8,0.1,0.2,0,0.7,1.8,4.8,114,12,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0,15.4,14.4,0.2,0.1,0.3,0.126,-2.8,-2.2,-5,-0.1
"GSW","SF",25,694878,62,4,19.3,2.4,5.1,0.471,1.2,3.2,0.367,1.2,1.9,0.652,0.588,0.7,1,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,1195,10.9,0.61,0.634,0.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,0.096,-1.6,0.4,-1.1,0.3
"ORL","PG",31,652829,4,0,11,1.5,3.5,0.429,0.3,0.8,0.333,1.3,2.8,0.455,0.464,1,1.8,0.571,0.3,1,1.3,1.8,0.3,0.3,1,1.3,4.3,44,9,0.498,0.214,0.5,2.6,10.3,6.4,22.6,1.1,2.2,19,20.6,0,0,0,-0.003,-5.1,-1.2,-6.3,0
"CHI","PG",25,612162,7,0,8,0.9,2.1,0.4,0.4,0.9,0.5,0.4,1.3,0.333,0.5,0.7,1.1,0.625,0.1,0.6,0.7,0.9,0.3,0,0.3,0.3,2.9,56,11.1,0.54,0.4,0.533,2.1,8,5.1,13.9,1.7,0,9.7,16.2,0,0.1,0.1,0.078,-2.8,0.4,-2.5,0
"NYK","SG",19,520589,3,0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0,0,NA,0.375,0,0,NA,0,0.7,0.7,0,0,0,0,0,1,8,3.7,0.375,1,0,0,27.6,13.7,0,0,0,0,21.4,0,0,0,-0.062,-7.4,-5.6,-13,0
"NOP","SG",22,511816,5,0,2.4,0.4,1,0.4,0,0,NA,0.4,1,0.4,0.4,0,0,NA,0.2,0,0.2,0,0,0,0,0.2,0.8,12,4.6,0.4,0,0,9.5,0,4.7,0,0,0,0,17.9,0,0,0,-0.034,-6.6,-4.7,-11.3,0
"ATL","SG",24,508891,23,3,12,1.1,2.6,0.417,0,0.1,0,1.1,2.5,0.431,0.417,0.1,0.1,0.667,0.2,1.4,1.6,1.7,0.3,0.1,0.7,0.7,2.3,277,6.1,0.424,0.033,0.05,2,12.8,7.3,16.5,1.2,0.6,19.7,11.6,-0.2,0.2,-0.1,-0.011,-5.3,0.2,-5.1,-0.2
"BOS","PF",25,508891,4,0,9,0.5,1.8,0.286,0,0.8,0,0.5,1,0.5,0.286,0.5,0.5,1,1.3,1.3,2.5,0,0.5,0,0.3,0.8,1.5,36,8.1,0.381,0.429,0.286,15.4,14.9,15.2,0,2.7,0,11.3,10.8,0,0.1,0.1,0.067,-6.6,-2.4,-8.9,-0.1
"BOS","SG",20,508891,12,0,5.5,0.7,1.6,0.421,0.2,0.6,0.286,0.5,1,0.5,0.474,0.1,0.2,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4,1.6,66,10.1,0.478,0.368,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0,0.1,0.1,0.059,-4.5,0.4,-4.2,0
"CHI","SF",27,508891,5,0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1,0.625,0,0,NA,0,0.6,0.6,0,0,0,0,0.2,1,9,15.4,0.625,0.75,0,0,37.2,18.9,0,0,0,0,19.7,0,0,0,0.125,1.6,0.8,2.4,0
"CLE","C",26,508891,22,2,8,1.1,2.3,0.48,0.3,1,0.333,0.8,1.3,0.586,0.55,0.1,0.1,1,0.4,1,1.4,0.4,0.2,0.4,0.5,1.2,2.6,176,9,0.56,0.42,0.04,5.4,14.7,10,6.3,1.1,4.7,19.1,16,-0.1,0.3,0.2,0.051,-4.9,1.6,-3.4,-0.1
"CLE","PF",23,508891,12,0,7,1,2.3,0.429,0.3,0.7,0.375,0.8,1.7,0.45,0.482,0.3,0.3,1,0.3,1.3,1.7,0.3,0.3,0.3,0.1,0.7,2.6,84,14.1,0.521,0.286,0.143,5.6,22.4,14,5,2.4,3.3,3.3,16.4,0.1,0.2,0.2,0.135,-2.5,1.1,-1.4,0
"DEN","SF",25,508891,17,0,3.9,0.5,1.1,0.421,0.2,0.5,0.333,0.3,0.6,0.5,0.5,0.1,0.2,0.667,0.4,0.6,1,0.2,0.2,0.1,0.1,0.5,1.2,66,12.6,0.517,0.474,0.158,10.7,18.6,14.8,7.7,2.2,2.7,9,14.7,0.1,0.1,0.1,0.108,-2.6,0.7,-1.9,0
"DET","SF",23,508891,10,0,9,0.5,2.7,0.185,0.4,2.5,0.16,0.1,0.2,0.5,0.259,0.2,0.2,1,0.2,0.4,0.6,0.4,0.2,0,0,0.6,1.6,90,0.5,0.287,0.926,0.074,2.4,5.1,3.7,5.8,1.1,0,0,13.2,-0.2,0,-0.2,-0.091,-7.5,-2,-9.5,-0.2
"HOU","SF",23,508891,4,0,6.3,1.3,3,0.417,0.8,2.5,0.3,0.5,0.5,1,0.542,0.5,0.5,1,0.3,1.3,1.5,0.3,0,0.3,0,0.5,3.8,25,18.3,0.582,0.833,0.167,4.3,22.2,13.2,6.2,0,3.9,0,21.4,0.1,0,0.1,0.156,4.7,-1.2,3.5,0
"HOU","PG",23,508891,5,0,5.6,0.4,1.8,0.222,0.4,1.6,0.25,0,0.2,0,0.333,0.6,0.6,1,0,0,0,0.6,0,0,0.2,0.2,1.8,28,4.2,0.436,0.889,0.333,0,0,0,13.9,0,0,8.8,16.8,0,0,0,-0.035,-3.8,-4.7,-8.4,0
"IND","SG",19,508891,6,0,6.7,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1,0.5,0.7,0,0.3,1.5,1.5,40,9.1,0.571,0.143,0.286,5.6,11.1,8.3,9.7,4.7,0,20.2,10.4,0,0.1,0.1,0.071,-7,4,-2.9,0
"LAL","SF",23,508891,7,0,5.9,0.4,1.3,0.333,0.4,1.1,0.375,0,0.1,0,0.5,0,0,NA,0.1,0.9,1,0.6,0,0,0,0.4,1.3,41,7.4,0.5,0.889,0,2.7,15.2,9.1,12,0,0,0,9.3,0,0,0.1,0.08,-2.9,-0.5,-3.4,0
"MIA","PF",23,508891,18,0,13.3,2.1,3.7,0.561,0.4,1.1,0.35,1.7,2.6,0.652,0.614,0.9,1.2,0.773,0.8,2.1,2.9,0.7,0.6,0.1,0.3,1.2,5.4,240,16.5,0.647,0.303,0.333,7.1,18.7,12.7,7.6,2.3,0.4,7.3,15.1,0.5,0.3,0.8,0.169,-0.5,1.3,0.8,0.2
"MIN","C",24,508891,28,0,8.7,2.3,4.1,0.543,0.5,1.4,0.359,1.8,2.8,0.636,0.603,1.5,1.9,0.788,1.2,1.1,2.3,0.6,0.1,0.1,0.5,1.5,6.5,243,23,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1
"ORL","SG",25,508891,34,0,13.4,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.514,0.9,1.2,0.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,457,9.2,0.564,0.402,0.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,0.2,0.4,0.6,0.065,-3.5,-0.1,-3.6,-0.2
"SAC","SG",23,508891,16,0,4.4,0.4,1,0.438,0.4,0.8,0.5,0.1,0.3,0.25,0.625,0.3,0.4,0.571,0.3,0.3,0.5,0.4,0.3,0.1,0.1,0.6,1.5,71,14,0.629,0.75,0.438,6.5,6.4,6.4,10.5,3.4,1.2,5,12.1,0.2,0.1,0.2,0.162,-0.1,1.4,1.3,0.1
"SAC","C",23,508891,5,0,5.8,1.2,1.8,0.667,0,0,NA,1.2,1.8,0.667,0.667,0,0.4,0,1,1.2,2.2,0.2,0,0.4,0.2,1.4,2.4,29,17,0.607,0,0.222,19.8,23.5,21.7,5,0,6,9.2,16.1,0.1,0,0.1,0.149,-2.6,-0.8,-3.4,0
"SAS","PF",19,508891,28,0,14.6,1.6,3.1,0.535,0,0.1,0,1.6,2.9,0.561,0.535,0.6,0.9,0.72,1.6,2,3.6,0.9,0.4,0.7,0.5,2,3.9,408,12.4,0.567,0.047,0.291,11.9,15.6,13.7,7.6,1.2,3.8,13.4,11.3,0.5,0.2,0.7,0.082,-3.7,-0.8,-4.6,-0.3
"SAS/PHI","SF",21,508891,17,3,18.8,3.5,7.6,0.454,1.9,4.8,0.402,1.5,2.8,0.542,0.581,0.8,1,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,320,13.4,0.6,0.631,0.131,3.3,17.7,10.2,4.5,0.9,1.3,7.4,19.2,0.3,0.1,0.4,0.061,-0.6,-2.7,-3.3,-0.1
"TOR","PG",25,508891,25,0,10.4,1,2.3,0.439,0.2,0.6,0.313,0.8,1.6,0.488,0.482,0.2,0.4,0.667,0.2,0.7,0.9,1.2,0.4,0.1,0.2,0.5,2.4,259,9.9,0.5,0.281,0.158,2.4,8,5,15.5,1.7,1.1,7.6,10.9,0.2,0.2,0.4,0.076,-2.8,0.9,-1.9,0
"UTA","PF",24,508891,7,0,7.4,1.4,2.1,0.667,0.6,1,0.571,0.9,1.1,0.75,0.8,0,0,NA,0.4,1.9,2.3,0.6,0.1,0,0.3,0.7,3.4,52,18.6,0.8,0.467,0,6.3,26.7,16.6,11.2,0.9,0,11.8,13.7,0.2,0,0.2,0.186,2.4,1.2,3.5,0.1
"UTA","SG",21,508891,18,0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,1.1,2.3,0.488,0.409,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7,4.8,232,6.5,0.411,0.606,0.038,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6,-0.3,0.1,-0.2,-0.032,-4.3,-2.2,-6.5,-0.3
"POR","C",20,503041,19,1,11.6,0.9,2.8,0.321,0.4,1.8,0.229,0.5,0.9,0.5,0.396,0.2,0.2,0.75,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2,2.4,221,5.7,0.411,0.66,0.075,1.5,7.3,4.4,6.5,1.5,3.6,1.8,11,-0.1,0.1,0,0.001,-5.4,-0.8,-6.2,-0.2
"SAC","SF",27,500000,2,0,4,0.5,1,0.5,0,0,NA,0.5,1,0.5,0.5,0,1,0,1,0,1,0.5,0,0,1,1,1,8,-3.5,0.347,0,1,28.8,0,14.3,16.1,0,0,41,26.2,0,0,0,-0.288,-12.7,-8,-20.7,0
"DAL","PG",31,464299,8,0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0,0.3,0,0.346,0.1,0.3,0.5,0,0.3,0.3,1.1,0.8,0,0.4,0.4,1.3,52,7.8,0.36,0.846,0.154,0,4.5,2.2,22.6,5.7,0,17.8,14.7,-0.1,0.1,0,-0.012,-4.8,3.6,-1.2,0
"MIA","C",22,386055,31,1,13.7,1.5,2.9,0.528,0,0.2,0,1.5,2.7,0.566,0.528,0.7,1,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,425,13.4,0.565,0.067,0.348,12.8,22.3,17.4,8.4,1.4,2.9,13.5,12.4,0.5,0.6,1.1,0.129,-2.7,0.7,-2.1,0
"BRK/MIA","SG",25,374357,15,1,10.5,1.2,3,0.4,0.3,1.3,0.263,0.9,1.7,0.5,0.456,0.2,0.2,1,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,158,11.4,0.475,0.422,0.067,1.4,15.9,8.7,19.3,3.1,2.5,6.1,13.8,0.1,0.3,0.3,0.099,-3.8,2.9,-0.9,0
"DET","SG",23,307089,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,198,6.5,0.482,0.455,0.136,6,15,10.4,2.8,1,0.4,6,10.7,0,0.1,0.1,0.027,-5,-1.1,-6.1,-0.2
"PHI","PF",23,307089,1,0,29,8,13,0.615,4,8,0.5,4,5,0.8,0.769,0,1,0,2,2,4,2,1,0,2,4,20,29,21.3,0.744,0.615,0.077,8.3,8,8.1,12.2,1.7,0,13,23.8,0.1,0,0.1,0.157,3.3,-1,2.3,0
"ATL","SF",23,260295,10,1,13.7,1.7,4.3,0.395,0.1,1.2,0.083,1.6,3.1,0.516,0.407,0.9,1.3,0.692,1,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4,137,9.5,0.452,0.279,0.302,7.9,22.6,15.2,5.5,2.1,1.2,12.6,17.1,-0.1,0.2,0,0.014,-4.8,0.6,-4.2,-0.1
"OKC","C",23,257371,9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4,114,11.5,0.544,0.267,0.233,11.1,18.2,14.6,4.6,0.4,4.1,10.8,13.6,0.1,0.1,0.2,0.094,-4.2,-0.7,-4.9,-0.1
"BRK","SG",23,254446,1,0,5,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0,2,1,0,5,-20.9,NA,NA,NA,0,22,11.2,0,0,0,100,17.7,-0.1,0,-0.1,-0.517,-21.3,-5.2,-26.5,0
"ATL","SG",21,239822,2,0,2,1,2.5,0.4,0,1,0,1,1.5,0.667,0.4,0,0,NA,0,1,1,0,0,0,0,0,2,4,14.5,0.4,0.4,0,0,55.4,27.4,0,0,0,0,52.5,0,0,0,-0.225,-9.1,-6.1,-15.2,0
"WAS","PG",24,219630,9,0,15,2.1,4.7,0.452,0.1,1.3,0.083,2,3.3,0.6,0.464,1.9,2.4,0.773,0.2,0.7,0.9,1.7,0.4,0.1,0.4,1.1,6.2,135,12.2,0.542,0.286,0.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,0.1,0.1,0.2,0.078,-3.7,-1.5,-5.1,-0.1
"DAL","PF",26,211045,1,0,3,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,0,0,0,0,0,1,2,2,3,-2.2,1,0,0,0,0,0,0,0,0,50,30.1,0,0,0,-0.26,-22.5,-0.1,-22.6,0
"DAL","SF",26,201802,3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1,1,1,0.9,0,0,NA,0.3,0.3,0.7,0,0,0,0,0,3,8,45.5,0.9,0.4,0,14.4,14.7,14.5,0,0,0,0,28.3,0.1,0,0.1,0.367,17,0.8,17.8,0
"DET","SF",25,201802,3,0,3,0.3,0.3,1,0,0,NA,0.3,0.3,1,1,0.7,0.7,1,0,0.3,0.3,0,0,0,0,0,1.3,9,18.6,1.064,0,2,0,12.7,6.2,0,0,0,0,8.9,0,0,0,0.242,2.1,0.8,2.9,0
"SAS","SF",21,193027,9,0,9.2,1,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1,0.778,0.3,1,1.3,1.2,0.1,0,0.8,0.7,3.1,83,5.5,0.438,0.536,0.321,3.8,12.3,7.9,17,0.6,0,18,19.4,-0.1,0,-0.1,-0.077,-4.7,-2.9,-7.6,-0.1
"SAS","PF",26,192293,4,0,7.5,0.8,1.5,0.5,0,0.5,0,0.8,1,0.75,0.5,0.3,0.5,0.5,0.5,2,2.5,0.3,0.3,0,1,0.8,1.8,30,4.3,0.509,0.333,0.333,7,30.3,18.2,4.2,1.6,0,36.8,15,-0.1,0,-0.1,-0.099,-7.4,-1.7,-9.1,-0.1
"WAS","PG",23,169630,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0,1,0,0.15,0,0,NA,1,0.7,1.7,1.3,0.8,0,0.5,1.5,0.5,53,4.8,0.15,0.4,0,13.1,8.1,10.5,17.6,4.6,0,23.1,10.7,-0.1,0.1,0,-0.025,-7,1.8,-5.3,0
"PHI","SG",24,160856,2,0,20.5,4.5,10,0.45,2,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5,4.5,0,0,1.5,1.5,12.5,41,19.2,0.563,0.55,0.25,8.8,19.8,14.4,35.3,0,0,11.9,27.5,0.1,0,0.1,0.14,2.2,-1.7,0.5,0
"WAS","PF",27,140384,10,1,12.6,1.7,2.8,0.607,0,0.1,0,1.7,2.7,0.63,0.607,0.4,1,0.4,1.6,2.2,3.8,0.6,0.6,0.4,0.8,1.3,3.8,126,14.3,0.586,0.036,0.357,14.7,18.7,16.8,6.4,2.3,2.7,19.8,13.9,0.1,0.2,0.2,0.094,-3.2,-0.4,-3.6,-0.1
"POR","SG",29,134862,5,0,24,3,7.2,0.417,0.6,2,0.3,2.4,5.2,0.462,0.458,2.2,3,0.733,0.2,4.2,4.4,6,2.2,0.4,1.2,2.4,8.8,120,17.9,0.516,0.278,0.417,1,20.3,10.5,34.9,4.5,1.5,12.3,17.6,0.2,0.2,0.3,0.137,-2.5,2.6,0.1,0.1
"GSW","SG",22,129405,4,0,4.5,0.5,1.3,0.4,0.5,1,0.5,0,0.3,0,0.6,1,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0,1.3,0,2.5,18,8.6,0.654,0.8,1.2,6.2,12,9.2,14.2,2.6,0,39.6,29.4,-0.1,0,0,-0.103,-6.4,-3.7,-10.2,0
"LAC","SG",28,116986,4,0,5,0.8,2.3,0.333,0.3,0.8,0.333,0.5,1.5,0.333,0.389,0,0,NA,0,0.8,0.8,1.3,0,0,0.3,0.5,1.8,20,7.2,0.389,0.333,0,0,16.6,8.4,35.7,0,0,10,21.8,0,0,0,-0.03,-4.1,-1,-5.1,0
"MIA/WAS","PG",23,116986,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1,1.2,0.8,0.8,0.4,0.8,1.2,3,71,6.5,0.504,0.429,0.143,1.6,8.4,4.9,7.8,2.8,2.9,21.2,11.8,-0.1,0.1,0,0.013,-5.8,1.6,-4.2,0
"WAS","C",24,116986,7,0,13.6,2.1,3.6,0.6,0.9,1.7,0.5,1.3,1.9,0.692,0.72,2.1,2.3,0.938,0.9,2.1,3,1.4,0.4,0.6,0.7,2.1,7.3,95,22.3,0.796,0.48,0.64,7.3,16.9,12.3,14.7,1.5,3.6,13.5,16.9,0.4,0.1,0.5,0.261,2.8,1.2,4,0.1
"POR","PG",25,116574,6,6,31.5,5.7,11.3,0.5,2,4.3,0.462,3.7,7,0.524,0.588,2,2.2,0.923,0.3,2.8,3.2,8.3,1,0.2,1.7,1.8,15.3,189,19.4,0.624,0.382,0.191,1.2,10.4,5.8,40,1.5,0.5,11.9,19.3,0.6,0.1,0.7,0.171,2.1,-2.1,0,0.1
"UTA","PG",24,113114,1,0,5,0,3,0,0,1,0,0,2,0,0,0,0,NA,1,1,2,1,0,0,0,0,0,5,-6.8,0,0.333,0,21.9,21.3,21.6,22.7,0,0,0,25.1,0,0,0,-0.378,-12.5,-9.8,-22.2,0
"SAC","PF",29,105522,2,0,3,0,1,0,0,0.5,0,0,0.5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,-12.6,0,0.5,0,0,0,0,0,0,0,0,14.3,0,0,0,-0.347,-13.9,-10.4,-24.2,0
"UTA","PF",26,105522,4,0,9.8,2,3.5,0.571,1,2.3,0.444,1,1.3,0.8,0.714,0.5,0.5,1,0.3,1.3,1.5,0.8,0,0.5,0.5,0.8,5.5,39,18.5,0.739,0.643,0.143,2.8,13.7,8.3,11.4,0,4.3,11.8,18.1,0.1,0,0.1,0.16,3.1,0.4,3.5,0.1
"CHO","SF",25,102910,4,0,12,1.3,2.5,0.5,0.8,1.5,0.5,0.5,1,0.5,0.65,1,1,1,0,1.3,1.3,1.3,0,0.3,0.8,1.8,4.3,48,9.5,0.723,0.6,0.4,0,11.3,5.6,13.9,0,1.8,20.3,12.9,0.1,0,0.1,0.086,-3.1,-0.4,-3.6,0
"MIL","PG",24,99438,7,1,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0,1,1,2,0,0.3,1.7,1,7.1,87,11.8,0.61,0.486,0.243,0,8.1,4.2,23.8,0,1.9,22.7,25.6,0,0.1,0.1,0.028,-3.1,-3.6,-6.7,-0.1
"WAS","SF",24,96514,2,0,3,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.75,0,0,NA,0,0,0,0.5,0.5,0,0,0.5,1.5,6,24.3,0.75,0.5,0,0,0,0,23.5,8.1,0,0,14.5,0,0,0,0.314,7.7,9.3,17,0
"DET","SG",23,58493,1,0,2,0,1,0,0,1,0,0,0,NA,0,2,2,1,0,0,0,0,1,1,0,0,2,2,65.6,0.532,1,2,0,0,0,0,24.2,44.1,0,40,0,0,0,0.626,15.9,32.7,48.6,0
"POR","SG",23,52644,5,4,25.4,4.8,7.8,0.615,0.6,1.6,0.375,4.2,6.2,0.677,0.654,0.4,0.6,0.667,2,1,3,2,0.6,0.4,0.8,2.6,10.6,127,15.5,0.657,0.205,0.077,9,4.6,6.8,12.1,1.2,1.4,9,15.2,0.3,0,0.3,0.12,-1,-2.1,-3,0
"ORL","SG",22,49719,2,0,15,2.5,3.5,0.714,1,1,1,1.5,2.5,0.6,0.857,0.5,1,0.5,0,3,3,0.5,1,0,1.5,1,6.5,30,14.2,0.825,0.286,0.286,0,22.7,11.3,5,3.2,0,27.6,15.6,0,0,0.1,0.083,-2.9,1,-1.9,0
"POR","SF",23,35096,4,0,22.3,1.8,5.8,0.304,0.8,3,0.25,1,2.8,0.364,0.37,0,0.3,0,0.8,3,3.8,1,0.5,1.3,1,2.3,4.3,89,4,0.363,0.522,0.043,3.8,15.6,9.7,5.9,1.1,5,14.6,13.4,-0.2,0.1,-0.1,-0.067,-7.2,-1.9,-9,-0.2
